id,year,title,langname,gcode,area,langfamily,affiliation,longitude,latitude
uc1.$b122415,1867,"A dictionary in Assamese and English, comp. by M. Bronson.",Assamese,assa1263,Eurasia,Indo-European,"Indo-European,Indo-Iranian,Indo-Aryan,Indo-Aryan Easternzone,Oriya-Gauda-Kamrupa,Gauda-Kamrupa,Kamrupa,Eastern Kamta",91.2932,26.0876
mdp.39015022876745,1834,A dictionary in English and Bengalee / tr. from Todd's ed. of Johnson's English dictionary ... by Ram Comul Sen ..._v.1,Bengali,beng1280,Eurasia,Indo-European,"Indo-European,Indo-Iranian,Indo-Aryan,Indo-Aryan Easternzone,Oriya-Gauda-Kamrupa,Gauda-Kamrupa,Gauda-Banga",90,24
uc1.c022863718,1862,A dictionary in Hindee and English / compiled from approved authorities by J.T. Thompson.,Hindi,hind1269,Eurasia,Indo-European,"Indo-European,Indo-Iranian,Indo-Aryan,Indo-Aryan Centralzone,Subcontinental Central Indo-Aryan,Western Hindi,Hindustani",77,25
wu.89091858910,1831,"A dictionary Murat,hee & English, compiled for the government of Bombay, by Captain James T. Molesworth, assisted by Lieutenants Thomas and George Candy.",Marathi,mara1378,Eurasia,Indo-European,"Indo-European,Indo-Iranian,Indo-Aryan,Indo-Aryan Southernzone,Marathic",76.6665,17.9344
mdp.39015038597327,1996,A dictionary of Anglo-Irish : words and phrases from Gaelic in the English of Ireland / Diarmaid Ó Muirithe.,Irish,iris1253,Eurasia,Indo-European,"Indo-European,Celtic,Nuclear Celtic,T G B Celtic,Insular Celtic,Goidelic,Modern Goidelic",-7.61509,53.2186
mdp.39015041370316,1994,"A dictionary of contemporary Newari : Newari-English / by Ulrike Kölver, Iswarananda Shresthacarya, with the assistance of Daya Ratna Sakya, Nirmal Man Tuladhar.",Kathmandu Valley Newari,newa1246,Eurasia,Sino-Tibetan,"Sino-Tibetan,Himalayish,Mahakiranti,Newaric,Newar",84.9577,27.2614
uva.x000970030,1983,A dictionary of current Japanese and English terms / [hensha Nagai Yoshikazu].,Japanese,nucl1643,Eurasia,Japonic,"Japonic,Japanesic,Japan-Taiwan Japanese",135,35
umn.319510023376835,1957,A dictionary of English and Sanskrit / by M. Monier Williams.,Sanskrit,sans1269,Eurasia,Indo-European,"Indo-European,Indo-Iranian,Indo-Aryan",77,20
mdp.39015032790985,1970,A dictionary of high and colloquial Malayalim and English : dedicated by permission to His Highness the Rajah of Travancore / By the Rev. B. Bailey of the Church Missionary Society.,Malayalam,mala1464,Eurasia,Dravidian,"Dravidian,South Dravidian,South Dravidian I,Tamil-Kannada,Tamil-Kota,Tamil-Toda,Tamil-Irula,Tamil-Kodagu,Tamil-Malayalam,Malayalamoid",76.7651,9.59208
mdp.39015004868934,1964,"A Dictionary of Iraqi Arabic : English-Arabic / edited by Beverly E. Clarity, Karl Stowasser, Ronald G. Wolfe.",Gilit Mesopotamian Arabic,meso1252,Eurasia,Afro-Asiatic,"Afro-Asiatic,Semitic,West Semitic,Central Semitic,Arabian,Arabic,Eastern Arabic",43.1095,33.8178
mdp.39015062449031,2004,A dictionary of Kristang : (Malacca Creole Portuguese) with an English-Kristang finderlist / Alan N. Baxter and Patrick de Silva.,Malacca-Batavia Portuguese Creole,mala1533,Papunesia,Indo-European,"Indo-European,Italic,Latino-Faliscan,Latinic,Imperial Latin,Romance,Italo-Western Romance,Western Romance,Shifted Western Romance,Southwestern Shifted Romance,West Ibero-Romance,Galician Romance,Macro-Portuguese,Luso-Asian Creole",102.262059,2.188087
mdp.39015062602456,2005,A dictionary of Maori words in New Zealand English / edited by John Macalister.,Maori,maor1246,Papunesia,Austronesian,"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Central Pacificlinkage,Tokelau-Fijian,Polynesian,Nuclear Polynesian,Northern Outlier Polynesian-East Polynesian,Solomons Northern Outlier Polynesian-East Polynesian,Central Northern Outlier Polynesian-East Polynesian,East Polynesian,Central Eastern Polynesian",176.541,-38.2881
mdp.49015002913649,1994,A dictionary of modern written Arabic : (Arabic-English) / Hans Wehr ; edited by J. Milton Cowan.,Standard Arabic,stan1318,Eurasia,Afro-Asiatic,"Afro-Asiatic,Semitic,West Semitic,Central Semitic,Arabian,Arabic",43.8525,27.9625
mdp.39015008017579,1966,"A dictionary of Moroccan Arabic: Arabic-English. Edited by Richard S. Harrell; compiled by Thomas Fox and Mohammed Abu-Talib, with the assistance of Ahmed ben Thami [and others]",Moroccan Arabic,moro1292,Africa,Afro-Asiatic,"Afro-Asiatic,Semitic,West Semitic,Central Semitic,Arabian,Arabic,North African Arabic,Moroccan-Andalusian Arabic",-7.5,32.5
hvd.32044086566874,1838,"A dictionary of Oordoo and English, comp. from the best authorities, and arranged according to the order of the English alphabet. By J. T. Thompson.",Urdu,urdu1245,Eurasia,Indo-European,"Indo-European,Indo-Iranian,Indo-Aryan,Indo-Aryan Centralzone,Subcontinental Central Indo-Aryan,Western Hindi,Hindustani",67,25
mdp.39015054160182,1846,"A dictionary of Sanscrit and English, designed for the use of private students and of Indian colleges and schools.",Sanskrit,sans1269,Eurasia,Indo-European,"Indo-European,Indo-Iranian,Indo-Aryan",77,20
mdp.39015002302076,1964,"A dictionary of Syrian Arabic : English-Arabic / Karl Stowasser, Moukhtar Ani.",North Levantine Arabic,nort3139,Eurasia,Afro-Asiatic,"Afro-Asiatic,Semitic,West Semitic,Central Semitic,Arabian,Arabic,Levantine Arabic",36.0468,34.1709
uiug.30112025232353,1981,"A dictionary of the Bengali language, Bengali-English = [Bāmlā-Imrejī abhidhāna] : in which the words are traced to their origin and their various meanings given / W. Carey._v.2",Bengali,beng1280,Eurasia,Indo-European,"Indo-European,Indo-Iranian,Indo-Aryan,Indo-Aryan Easternzone,Oriya-Gauda-Kamrupa,Gauda-Kamrupa,Gauda-Banga",90,24
mdp.39015019054702,1975,"A dictionary of the central Nicobarese language : English-Nicobarese and Nicobarese-English, with appendices containing a comparison of synonymous words in the remaining Nicobarese forms and other matters, preceded by notes on the grammar of the central form / by Edward Horace Man.",Central Nicobarese,cent1990,Eurasia,Austroasiatic,"Austroasiatic,Nicobaric,Nuclear Nicobaric,Central Nicobar",93.3921,7.94812
uc1.b4237954,1973,A dictionary of the Chokosi language : English-Chokosi / A. C. Krass.,Anufo,anuf1239,Africa,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Kwa Volta-Congo,Nyo,Potou-Tano,Tano,Central Tano,Bia,Northern Bia",0.56021,10.2839
uiug.30112067872447,1899,"A dictionary of the English and Chinese language, with the merchant and Mandarin pronunciation.",Mandarin Chinese,mand1415,Eurasia,Sino-Tibetan,"Sino-Tibetan,Sinitic,Classical-Middle-Modern Sinitic,Middle-Modern Sinitic,Northern Chinese,Mandarinic",116.228,40.0209
coo.31924088038769,1857,A dictionary of the English and German and the German and English language._v.1,German,stan1295,Eurasia,Indo-European,"Indo-European,Germanic,Northwest Germanic,West Germanic,High German,Upper German,Middle-Modern High German,Modern High German,Upper Franconian,Global German",12.4676,48.649
hvd.hwsh8l,1846,"A dictionary of the English and German, and the German and English language. By Dr. J.L. Hilpert. With a preface by Dr. E. Kærcher ..._2:02",German,stan1295,Eurasia,Indo-European,"Indo-European,Germanic,Northwest Germanic,West Germanic,High German,Upper German,Middle-Modern High German,Modern High German,Upper Franconian,Global German",12.4676,48.649
hvd.hwsh95,1886,A dictionary of the English and German languages.,German,stan1295,Eurasia,Indo-European,"Indo-European,Germanic,Northwest Germanic,West Germanic,High German,Upper German,Middle-Modern High German,Modern High German,Upper Franconian,Global German",12.4676,48.649
njp.32101073366245,1894,"A dictionary of the English and German languages / by Chr[istoph] Fr. Grieb ; re-arranged, revised and enlarged by Arnold Schröer._v.2",German,stan1295,Eurasia,Indo-European,"Indo-European,Germanic,Northwest Germanic,West Germanic,High German,Upper German,Middle-Modern High German,Modern High German,Upper Franconian,Global German",12.4676,48.649
wu.89099464331,-999,A dictionary of the English and German languages for home and school ... ed. by I. Schmidt and G. Tanger._v.2,German,stan1295,Eurasia,Indo-European,"Indo-European,Germanic,Northwest Germanic,West Germanic,High German,Upper German,Middle-Modern High German,Modern High German,Upper Franconian,Global German",12.4676,48.649
iau.31858000070940,1863,"A dictionary of the English and German languages, with a synopsis of English words differently pronounced by different orthoëpists; to which is added a supplement, containing a history of the English language...a glossary of Americanisms...also a comparative statement of the coins, weights and measures of the most important commercial places of the world by J. S. Oehlschläger._v.2",German,stan1295,Eurasia,Indo-European,"Indo-European,Germanic,Northwest Germanic,West Germanic,High German,Upper German,Middle-Modern High German,Modern High German,Upper Franconian,Global German",12.4676,48.649
nyp.33433075849335,1893,"A dictionary of the English and Greek languages : with a pref., an introd. on English pronunciation, a table of irregular verbs and a list of abbreviations / by John Pervanoglu._v. 1 (English-Greek)",Modern Greek,mode1248,Eurasia,Indo-European,"Indo-European,Graeco-Phrygian,Greek,East Greek,Koineic Greek,Modern Koineic Greek,Nuclear Modern Greek",23.13,38.36
hvd.32044106376916,1760,A dictionary of the English and Italian languages.,Italian,ital1282,Eurasia,Indo-European,"Indo-European,Italic,Latino-Faliscan,Latinic,Imperial Latin,Romance,Italo-Western Romance,Italo-Dalmatian,Italian Romance",12.6489,43.0464
nyp.33433082179296,1778,"A dictionary of the English and Italian languages. By Joseph Baretti.  Improved and augmented with above ten thousand words, omitted in the last edition of Altieri.  To which is prefixed, an Italian and English grammar.  A new edition._v. 1 (Italian-English)",Italian,ital1282,Eurasia,Indo-European,"Indo-European,Italic,Latino-Faliscan,Latinic,Imperial Latin,Romance,Italo-Western Romance,Italo-Dalmatian,Italian Romance",12.6489,43.0464
chi.095243813,1771,"A dictionary of the English and Italian languages ... Improved and augmented with above 10,000 words omitted in the last ed. of Altieri. To which is added an Italian and English grammar._v.2",Italian,ital1282,Eurasia,Indo-European,"Indo-European,Italic,Latino-Faliscan,Latinic,Imperial Latin,Romance,Italo-Western Romance,Italo-Dalmatian,Italian Romance",12.6489,43.0464
umn.319510020873676,1831,A dictionary of the English and Italian languages : to which is prefixed an Italian and English grammar / cor. and improved by Charles Thomson._v.1,Italian,ital1282,Eurasia,Indo-European,"Indo-European,Italic,Latino-Faliscan,Latinic,Imperial Latin,Romance,Italo-Western Romance,Italo-Dalmatian,Italian Romance",12.6489,43.0464
njp.32101067187904,1851,A dictionary of the English and Portuguese languages._v.1,Portuguese,port1283,Eurasia,Indo-European,"Indo-European,Italic,Latino-Faliscan,Latinic,Imperial Latin,Romance,Italo-Western Romance,Western Romance,Shifted Western Romance,Southwestern Shifted Romance,West Ibero-Romance,Galician Romance,Macro-Portuguese,Brazil-Portugal Portuguese",-8.1,39.91
nnc1.0038959879,1861,"A dictionary of the English and Portuguese languages : in two parts, English and Portuguese, and Portuguese and English / by Anthony Vieyra.",Portuguese,port1283,Eurasia,Indo-European,"Indo-European,Italic,Latino-Faliscan,Latinic,Imperial Latin,Romance,Italo-Western Romance,Western Romance,Shifted Western Romance,Southwestern Shifted Romance,West Ibero-Romance,Galician Romance,Macro-Portuguese,Brazil-Portugal Portuguese",-8.1,39.91
uc1.$b640202,1821,"A dictionary of the English and Singhalese, and Singhalese and English languages. Under the patronage of the Government of Ceylon. By the Rev. B. Clough, ...",Sinhala,sinh1246,Eurasia,Indo-European,"Indo-European,Indo-Iranian,Indo-Aryan,Dhivehi-Sinhala,Sinhalaic",81,8
uc1.c031222968,1897,A dictionary of the French and English languages / By F. E. A. Gasc.,French,stan1290,Eurasia,Indo-European,"Indo-European,Italic,Latino-Faliscan,Latinic,Imperial Latin,Romance,Italo-Western Romance,Western Romance,Shifted Western Romance,Northwestern Shifted Romance,Gallo-Rhaetian,Oil,Central Oil,Macro-French,Global French",2,48
hvd.hn6ilb,1876,A dictionary of the French and English languages. With vocabulary of proper names for the use of schools and for general reference. Abridged from the larger dictionary.,French,stan1290,Eurasia,Indo-European,"Indo-European,Italic,Latino-Faliscan,Latinic,Imperial Latin,Romance,Italo-Western Romance,Western Romance,Shifted Western Romance,Northwestern Shifted Romance,Gallo-Rhaetian,Oil,Central Oil,Macro-French,Global French",2,48
hvd.32044004790937,1853,"A dictionary of the Gaelic language, in two parts, I. Gaelic and English.--II. English and Gaelic ... by the Rev. Dr. Norman Macleod ... and the Rev. Dr Daniel Dewar.",Scottish Gaelic,scot1245,Eurasia,Indo-European,"Indo-European,Celtic,Nuclear Celtic,T G B Celtic,Insular Celtic,Goidelic,Modern Goidelic,Eastern Goidelic",-5.24366,56.7574
osu.32435050188770,1856,"A dictionary of the German and English language / Comp. from the works of Hilpert, Flugel, Grieb, Heyse, and others. In two parts.",German,stan1295,Eurasia,Indo-European,"Indo-European,Germanic,Northwest Germanic,West Germanic,High German,Upper German,Middle-Modern High German,Modern High German,Upper Franconian,Global German",12.4676,48.649
umn.31951002180861q,1864,A dictionary of the German and English languages ...,German,stan1295,Eurasia,Indo-European,"Indo-European,Germanic,Northwest Germanic,West Germanic,High German,Upper German,Middle-Modern High German,Modern High German,Upper Franconian,Global German",12.4676,48.649
uiug.30112099426105,1888,A dictionary of the German and English languages. Abridged from the author's larger work for the use of learners. By G.J. Adler. In two parts: I. German and English.--II. English and German.,German,stan1295,Eurasia,Indo-European,"Indo-European,Germanic,Northwest Germanic,West Germanic,High German,Upper German,Middle-Modern High German,Modern High German,Upper Franconian,Global German",12.4676,48.649
hvd.hn61w9,1847,"A dictionary of the German and English languages: comp. from the dictionaries of Heinsius, Adelung, Campe & Heyse, for the German: and Todd-Johnson, Richardson, Webster, Jamieson and Pickering, for the English. By Chr. Fr. Grieb. Vol. I._v.1, eng. germ.",German,stan1295,Eurasia,Indo-European,"Indo-European,Germanic,Northwest Germanic,West Germanic,High German,Upper German,Middle-Modern High German,Modern High German,Upper Franconian,Global German",12.4676,48.649
nyp.33433075849343,1894,"A dictionary of the Greek and English languages, with a table of proper nouns and a compendious history of English literature._v. 2 (Greek-English)",Modern Greek,mode1248,Eurasia,Indo-European,"Indo-European,Graeco-Phrygian,Greek,East Greek,Koineic Greek,Modern Koineic Greek,Nuclear Modern Greek",23.13,38.36
miun.aee0517.0002.001,1924,A dictionary of the Hungarian and English languages / compiled from the best sources by Arthur B. Yolland._pt.2 v.2,Hungarian,hung1274,Eurasia,Uralic,Uralic,19.65552714,46.90685857
nyp.33433075921506,1899,A Dictionary of the Italian and English languages. By G. Graglia.,Italian,ital1282,Eurasia,Indo-European,"Indo-European,Italic,Latino-Faliscan,Latinic,Imperial Latin,Romance,Italo-Western Romance,Italo-Dalmatian,Italian Romance",12.6489,43.0464
chi.086572506,1903,A dictionary of the Lithuanian and English languages. By Anthony Lalis. In two parts. First part: Lithuanian--English._c.1,Lithuanian,lith1251,Eurasia,Indo-European,"Indo-European,Balto-Slavic,Eastern Baltic",23.9601,55.1429
njp.32101067472231,1915,A dictionary of the Lithuanian and English languages in two parts / Anthony Lalis.,Lithuanian,lith1251,Eurasia,Indo-European,"Indo-European,Balto-Slavic,Eastern Baltic",23.9601,55.1429
wu.89101756609,1856,"A dictionary of the Malayalim and English, and the English and Malayalim languages, with an appendix.",Malayalam,mala1464,Eurasia,Dravidian,"Dravidian,South Dravidian,South Dravidian I,Tamil-Kannada,Tamil-Kota,Tamil-Toda,Tamil-Irula,Tamil-Kodagu,Tamil-Malayalam,Malayalamoid",76.7651,9.59208
coo.31924010732943,1973,"A dictionary of the Malayan language, in two parts, Malayan and English, and English and Malayan.",Standard Malay,stan1306,Eurasia,Austronesian,"Austronesian,Malayo-Polynesian,Malayo-Sumbawan,Northand East Malayo-Sumbawan,Malayic,Nuclear Malayic,Indonesian Archipelago Malay",101.699,3.08896
uc2.ark+=13960=t0js9pq0s,1812,"A dictionary of the Malayan language in two parts, Malayan and English and English and Malayan / by William Marsden.",Standard Malay,stan1306,Eurasia,Austronesian,"Austronesian,Malayo-Polynesian,Malayo-Sumbawan,Northand East Malayo-Sumbawan,Malayic,Nuclear Malayic,Indonesian Archipelago Malay",101.699,3.08896
uc1.c004835727,1902,A dictionary of the Malay language : Malay-English / by Hugh Clifford and Frank Athelstane Swettenham.,Standard Malay,stan1306,Eurasia,Austronesian,"Austronesian,Malayo-Polynesian,Malayo-Sumbawan,Northand East Malayo-Sumbawan,Malayic,Nuclear Malayic,Indonesian Archipelago Malay",101.699,3.08896
uc2.ark+=13960=t3ws8zj1w,1801,"A dictionary of the Malay tongue, as spoken in the Peninsula of Malacca, the islands of Sumatra, Java, Borneo, Pulo Pinang, &c., &c. In two parts, English and Malay, and Malay and English. To which is prefixed the grammar of that language ... By James Howison ..._v.01",Colloquial Malay,mala1479,Eurasia,Austronesian,"Austronesian,Malayo-Polynesian,Malayo-Sumbawan,Northand East Malayo-Sumbawan,Malayic,Nuclear Malayic,Singapore Archipelago Malay",103,1.85856
